adf,adl,bfa,bfp,edl,fdl,fhl,gmax,gmed,gmin,grac,lg,mg,pb,pec,pl,plan,psoas,pt,pyr,qf,rf,sart,sm,sol,st,ta,tp,vi,vl,vm,adf_1,adl_1,bfa_1,bfp_1,edl_1,fdl_1,fhl_1,gmax_1,gmed_1,gmin_1,grac_1,lg_1,mg_1,pb_1,pec_1,pl_1,plan_1,psoas_1,pt_1,pyr_1,qf_1,rf_1,sart_1,sm_1,sol_1,st_1,ta_1,tp_1,vi_1,vl_1,vm_1
0.0208891702617773,0.0719981629573828,0.000551055445620008,0.191499384104227,0.295130672344391,0.230379665808485,0.440511066927112,0.156511657826014,0.079061210943456,0.0567952350290114,0.109566003011721,0.0142793665759464,0.0415666208643461,0.77369594335651,0.0104898861828562,0.940801293589023,0.12697842973003,0.081161486088549,0.426081305339896,0.853099123147404,0.823423459399188,0.23829324713628,0.951685644469747,0.0544681372402185,0.00124737994930409,0.0800281424424031,0.0507529611398476,0.0458340291231293,0.50857725392587,0.0932484031885841,0.38118003011937,0.126391191520511,0.0736252363083314,0.0443537136335125,0.0963374440533661,0.164251526811207,0.121065121615122,0.276651213668819,0.190551373491325,0.164991796506868,0.0500232064041103,0.356003611905923,0.0427411425941596,0.181486872420444,0.696395966462821,0.0699859015075199,0.774025909408172,0.036588602138244,0.107379661611253,0.350491098503534,0.87159326249404,0.955281621416699,0.00951669770168068,0.870474605521243,0.023152707256465,0.0633772279939475,0.0181100197445551,0.167739976744044,0.168524543609826,0.0362353151017687,0.0859293036236329,0.391153174273546
0.0281389725219845,0.593876864081638,0.0107166377475379,0.17807013185584,0.566340284784313,0.337686491317626,0.515531500403455,0.249005540028679,0.0792291702926187,0.138129978038409,0.172697258849767,0.0295310432507247,0.19798488010151,0.975663150269358,0.424836679186129,0.727817774970528,0.0680903486773379,0.388992997939602,0.493467519360027,0.917387069967571,0.670455052900038,0.219112405022197,0.719926684537425,0.0207422163157038,0.0602764030431472,0.0719779124521255,0.52131290239447,0.127941080045976,0.224390176142957,0.335590014477714,0.079438159289376,0.0584411679829533,0.120754856586399,0.185058325648632,0.166425578525228,0.154914197347981,0.00791879551414811,0.125573596999897,0.169085727533592,0.0838362450215016,0.113268897166122,0.20916689840008,0.0311371966608428,0.178791585788804,0.853663731368724,0.0996874352461421,0.391769108194123,0.128476339128521,0.379418951923065,0.168201559842568,0.940000853318048,0.791793316002188,0.257812448963869,0.706828675926017,0.0244805871354667,0.134054826135888,0.0125297865978614,0.281432810721648,0.0272220077690464,0.0851330833273604,0.0155087412345595,0.535037041278164
0.00340191043873321,0.514777382855274,0.0721251421332766,0.206454227678052,0.380162700600546,0.522399469436541,0.51702037697057,0.00862998626265204,0.0641326891576291,0.214596438293101,0.143895159774183,0.0346450838215123,0.195638024762126,0.950617343201013,0.25811333564488,0.624183265617936,0.0255660918725943,0.350021094209614,0.441859244665239,0.895642571098959,0.404766690872645,0.364776227633491,0.69649061858886,0.0853911040683383,0.0890278802166919,0.035483233534755,0.540619554660987,0.0118061072300863,0.392344200350437,0.146260260435195,0.133538531906988,0.00477356167209551,0.340148418085058,0.342843127146398,0.122305647234419,0.282407743600544,0.0456610578053304,0.230779223241096,0.160715279328875,0.106634312955208,0.204176466520155,0.172534900884778,0.0187407861901441,0.375815823839019,0.829350321600274,0.217705384999076,0.224297250840958,0.00857645663916318,0.395568245083253,0.299504611880669,0.758538996874312,0.82646829272058,0.0562455594967254,0.72516387616874,0.019341923314108,0.0209825617871847,0.033985341215591,0.493914317227184,0.132483784059261,0.195991994268145,0.0850063135702629,0.433280693641066
0.00275147091033111,0.269704959766076,0.227600397764185,0.194311088383656,0.507824087335756,0.470850432614751,0.137658111430694,0.0683038319909821,0.099504238795318,0.0278633624499522,0.0475456495792845,0.0390582729353161,0.333643608347956,0.959126127618645,0.0754012772310343,0.775994116420628,0.013354801661201,0.124313699197386,0.00247679247797808,0.733582608629483,0.310473408779284,0.105315675559566,0.875424758127172,0.0126739667198923,0.103911489816813,0.0511601906481449,0.228783131848371,0.146387600415222,0.378458421267517,0.309272899412476,0.270875952200906,0.0408855682856962,0.530230472367776,0.0962499175500658,0.215103981272655,0.585855064197953,0.185073802948626,0.133220565937576,0.128767706186094,0.117495796608058,0.156327631512726,0.0650729214662498,0.0874199605847858,0.242435722145779,0.900646192082802,0.241265760500073,0.554217766013166,0.00169883007123839,0.433432501946072,0.443109821365922,0.74821268096002,0.676211594164292,0.316714195092613,0.780637716444327,0.024872297359703,0.305457951495691,0.0325090446314435,0.0432629882649009,0.160467082460356,0.26052312285702,0.1735740230446,0.276142367176445
0.0201860132075545,0.122842746915225,0.198591983816732,0.226732219773113,0.899871432134377,0.470493460105917,0.347169797631441,0.163549967394098,0.090814147933972,0.151393992165451,0.00197650076087911,0.101697958342165,0.22472854066019,0.377071195985983,0.217826882317336,0.956003895401302,0.0144316129979877,0.293396178783519,0.171892897622452,0.736825490049245,0.397022116440431,0.288049533996808,0.877904044087836,0.0658912540221917,0.13906894925879,0.0216530971495596,0.0310594681473304,0.0152647750718212,0.334347066286202,0.242001944275666,0.0930150327956222,0.0307119240643315,0.106394902595077,0.29362806354384,0.206924589324907,0.410832167134645,0.219345185823501,0.220418090326426,0.33957086711899,0.13089579300738,0.266853440020162,0.0788669755630965,0.0695184662641321,0.0510675010208988,0.601567099433857,0.584923770241945,0.607104866041432,0.153656253001973,0.493629713382814,0.374090705832965,0.412337682969409,0.725781457765134,0.454161659952219,0.785127351422225,0.030581592763802,0.242480750673882,0.00478799608461614,0.121591076256299,0.080062870566742,0.0550420706113163,0.0815372795476157,0.0080296160683313
0.000881766044548787,0.291311145784904,0.404715205258674,0.114672438547973,0.383778412190799,0.629602899294116,0.345768641997396,0.124463080380184,0.147431862161869,0.0285585259629581,0.337139063472378,0.0134042286728363,0.115944676822583,0.549569375687114,0.123329164149106,0.946147008218966,0.0137086551290161,0.0490814095631524,0.416784326767055,0.828872071116525,0.367693576963761,0.0574600409351365,0.977783488693456,0.0173400538317755,0.638285197118281,0.01236991508738,0.232387587010088,0.0929610301857384,0.253607516008551,0.109677914554231,0.00434929080318546,0.110157791829564,0.0617726811082977,0.102678146182043,0.139377783803231,0.496339654826416,0.548245410639831,0.156198081501994,0.404037780286093,0.143785831165592,0.273671388412748,0.0368739293736387,0.0555643998170608,0.167220447108314,0.742796027245203,0.55903250512056,0.938226241217683,0.0149352061179016,0.286795254331968,0.446967466651594,0.786664737310091,0.685046650904748,0.0557699117567507,0.991835363775347,0.152648909841325,0.708968352279446,0.00115663109591453,0.242187835525947,0.160613280118806,0.450640463835138,0.0212895160282598,0.00372342460999579
0.0262245911577778,0.180518752327544,0.353562801376192,0.121291013693269,0.474019118399477,0.353307118319048,0.10486961029287,0.0855009001816807,0.0657889187826665,0.0885117332693676,0.0839121791612858,0.0410004564617911,0.240580623831079,0.818361238777654,0.238370199001723,0.761913365662548,0.109835022272841,0.0214333493525386,0.527481273174444,0.925289991036922,0.335794145717941,0.137045698227875,0.846744648796091,0.0696017527873084,0.295883685051718,0.0305849540027644,0.42438458288842,0.131239678365283,0.319754246528853,0.0694134917928217,0.00596175357243454,0.00464918750216965,0.166982087976017,0.122617759367609,0.229684945768038,0.174149790138692,0.276494274687656,0.0888547997436353,0.548074944067455,0.123684477077701,0.263200396140525,0.035386029280252,0.125059813045328,0.0447679242431512,0.521408201204455,0.528842556260038,0.824297015658231,0.119927183531789,0.118401744056201,0.570174752428483,0.434095159335593,0.741800626848729,0.236888352427857,0.965246714353456,0.00150742507654686,0.579139165113139,0.0270036963923356,0.44631443248144,0.0204715449835013,0.536198092945152,0.150804995567817,0.333981896599361
0.082602626514992,0.032601419520366,0.0724865069715265,0.176558500552555,0.692188995541284,0.42238307391884,0.367565848165079,0.0570135443069444,0.0259912908243191,0.353776356296023,0.0187392793354284,0.128787458281365,0.132207367667207,0.902721938995861,0.628322753212487,0.722325574013098,0.0780091073034485,0.0546925981632921,0.608156035123199,0.932645971597215,0.110371464646035,0.137405149622573,0.67948318582891,0.0165946594543467,0.14245094655205,0.0608128017305852,0.384662939197592,0.0840964580320937,0.230273772598949,0.326415504450345,0.00247808070605538,0.0547848477848173,0.015034266806359,0.19105195634417,0.161432042463112,0.380771834484779,0.110017679766961,0.73104470729686,0.548243641026711,0.08735732606535,0.177741881929861,0.161765375373533,0.0125955900912577,0.00606175838953381,0.583987625516025,0.292637729772547,0.653626592626237,0.00462969095511469,0.0535229024000709,0.422774671891116,0.786544272470988,0.211090215779378,0.0725152543258156,0.940627528732736,0.0280505471359041,0.597074725914263,0.0400265581249697,0.38286216509254,0.265832612955705,0.652240966982965,0.0415749945014497,0.062394591805399
0.0601190206621682,0.150001550345828,0.203035885955851,0.158026354309098,0.406067533446726,0.331872835120891,0.391084136153538,0.0571889350202092,0.0605541495261001,0.297549445995344,0.045889565428323,0.0691735922671572,0.181488858472973,0.764554749255275,0.63743522390796,0.313164460856233,0.0242847325600047,0.080968745849207,0.612271934131285,0.937633493937626,0.0139648237005893,0.0947413636008762,0.765794566684982,0.087375452031404,0.254297207883903,0.0127463881582247,0.464943421370245,0.129646420008051,0.46995040657672,0.0864619262570214,0.0447439734320817,0.0263234120548731,0.00378911103973415,0.209129950390595,0.218270937630165,0.451879450390833,0.0860877549714409,0.243302509409398,0.498104958356275,0.0380445304854213,0.281460807641927,0.100213873813551,0.0326883350605559,0.175601873298029,0.29574010362126,0.16835076454242,0.667840325840546,0.0898495958649201,0.175690314956907,0.540141498293383,0.899552005511685,0.00534434840056631,0.233190475791463,0.86438952142496,0.0680101614734704,0.444131684867648,0.0118099758459084,0.349955269981215,0.22424053726888,0.389356595406462,0.289684399923391,0.0311341772093215
0.0599665831031156,0.254518414691196,0.137509976447292,0.133160193641871,0.771098035475287,0.0889993375121723,0.0445150157270495,0.300694557685828,0.0369749822162951,0.005290522721538,0.0314227691773911,0.122561840134712,0.459449234122022,0.78889975343628,0.517865643826696,0.202048248786943,0.00574672962156676,0.0408476947442035,0.617967046896386,0.910567401132007,0.290415334102413,0.0840289921737543,0.623047682815546,0.118844493270474,0.0432873093688304,0.00284110980281003,0.486350015922922,0.144665453274457,0.288972861114929,0.184134347432292,0.0654817056584485,0.0580647607384307,0.0284919333489741,0.0706080087137662,0.230415577194298,0.346587461684421,0.292657363290158,0.265257828652527,0.752045118394356,0.0406037927016376,0.0112316072964799,0.0415460285649762,0.0483763185361877,0.173362600540187,0.37867633506299,0.280988365817849,0.451392485165673,0.0874041140461548,0.508882698407113,0.180435567513613,0.916496640259722,0.18761665220859,0.0662348904950065,0.762309314790836,0.00826390783052211,0.43522111027887,0.0657173234465066,0.538400070286779,0.0423552898472079,0.189569327181147,0.597873520076585,0.150965684167453
