adf,adl,bfa,bfp,edl,fdl,fhl,gmax,gmed,gmin,grac,lg,mg,pb,pec,pl,plan,psoas,pt,pyr,qf,rf,sart,sm,sol,st,ta,tp,vi,vl,vm,adf_1,adl_1,bfa_1,bfp_1,edl_1,fdl_1,fhl_1,gmax_1,gmed_1,gmin_1,grac_1,lg_1,mg_1,pb_1,pec_1,pl_1,plan_1,psoas_1,pt_1,pyr_1,qf_1,rf_1,sart_1,sm_1,sol_1,st_1,ta_1,tp_1,vi_1,vl_1,vm_1,adf_2,adl_2,bfa_2,bfp_2,edl_2,fdl_2,fhl_2,gmax_2,gmed_2,gmin_2,grac_2,lg_2,mg_2,pb_2,pec_2,pl_2,plan_2,psoas_2,pt_2,pyr_2,qf_2,rf_2,sart_2,sm_2,sol_2,st_2,ta_2,tp_2,vi_2,vl_2,vm_2,adf_3,adl_3,bfa_3,bfp_3,edl_3,fdl_3,fhl_3,gmax_3,gmed_3,gmin_3,grac_3,lg_3,mg_3,pb_3,pec_3,pl_3,plan_3,psoas_3,pt_3,pyr_3,qf_3,rf_3,sart_3,sm_3,sol_3,st_3,ta_3,tp_3,vi_3,vl_3,vm_3,adf_4,adl_4,bfa_4,bfp_4,edl_4,fdl_4,fhl_4,gmax_4,gmed_4,gmin_4,grac_4,lg_4,mg_4,pb_4,pec_4,pl_4,plan_4,psoas_4,pt_4,pyr_4,qf_4,rf_4,sart_4,sm_4,sol_4,st_4,ta_4,tp_4,vi_4,vl_4,vm_4
-20.5905070827864,-1.52849139638796,-9.50594463553115,-27.4936712036478,-1.22373155601557,0.227738721481295,2.52701014665134,-0.176187067508264,0.249698196940784,0.0472774103146617,-4.90122709382114,6.77484817362425,6.59032951652507,0.198023035846567,-0.70828276879601,0.0444331212337579,7.24937584562814,3.55236309531458,0.0366640153526107,0.101915133878485,-2.14175653599402,1.26414269560315,3.42315995161224,-14.8391051870883,1.21422446887815,-17.6554171900659,-1.25708680954525,0.168751203753921,-0.624414385948568,-2.12367958265383,-0.85434013827563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.6743788360111,-1.43623321970556,-9.26240564296491,37.9741161025723,0.935631022488363,0.014636965065227,-2.93126194045766,-0.245840041252504,-0.867571659592553,0.000252440785787841,5.9142011128795,5.72401252522196,3.81089720580819,-0.362012450332491,-0.67700454283224,-0.200536385184245,2.62515706393389,3.53081599101796,-0.113025911246397,-0.050485392040206,-2.06181697210224,-12.3498444531659,3.54865179969202,-9.59984571371519,-1.38462682523256,20.7923417838122,1.49572119319829,0.364914713734932,-4.90305854577513,-16.8300143275469,-6.50688820164405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.7428427723013,-0.374385204492272,-0.0245734947311201,-7.89785268189517,0.174671528417941,1.0414386217201,0.364090645479947,0.502353960835627,7.55933898475996,0.310897566058182,-1.03058240113688,2.39592068175537,-0.111566130532584,-0.450123508482252,-0.0936948910457492,-0.532609397069296,1.94695940348392,-0.489101435156644,-0.249749182822815,1.04646763723951,-0.144466974810307,2.57184225818634,-1.47266557398244,1.37273636565523,0.261189604033807,3.27589146789413,-0.0453315418392863,2.0525861502966,0.485390915294299,1.1186514131578,1.35926374101194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.40103533739704,-0.0420953337922319,-0.108846110821516,-0.980308289126274,0.0412682584068567,0.24000296123104,0.047396404416387,0.0223022304211342,0.386081576699727,0.0156902363498505,0.000345895499322926,0.595892277413294,0.0376491395499503,-0.108154871094928,-0.0143635906199388,-0.125141888171979,0.454169597399213,-0.000900712381635568,-0.0589171871456192,0.0713859659908287,-0.0114323233390461,0.286908419784931,-0.0555755497867863,0.109106674315137,0.042930597748289,0.601062221805161,0.0081581755344033,0.477203724952176,0.0353018741806167,0.0113486122097421,0.190301438297096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.428847969949669,0.0588487158487029,0.0967818273948139,-0.682030763050968,0.0714172601702534,-0.0764225753604357,-0.0646659227918432,0.00782745478734187,-0.0378587604707025,0.00240811686614485,0.151361852278142,-0.0746597469782266,-0.16728521246649,0.0284341320821187,0.0190507883631362,0.0365889093851412,-0.0572301996388567,0.0827882436234047,0.0169117006587038,-0.128725079788666,-0.121493486590029,0.110366558672706,0.112619079866825,0.410450603621941,-0.037108223846502,0.340207294695467,0.0226647059723086,-0.146279179403953,0.0592985701539839,0.140718169735199,0.160758469917714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.26442042543581,0.0927604226925211,0.585259060043537,2.28457618705391,0.299459112639395,-0.0500666067429719,-0.647701693089137,0.00825925256437302,-0.0456952999366631,-0.0044532388980703,0.397959523657334,-1.3525903850287,-1.36402982092248,-0.0546970139108481,0.0431984431247147,-0.015827158540836,-1.54663104687638,-0.224657888906413,-0.0114974433926506,-0.00210508268964832,0.142227716668091,-0.192702575378599,-0.214388688403908,0.95410599672004,-0.310509488778521,1.44143810779353,0.323323914456791,-0.0265512429870772,-0.000111789139169934,-0.00403565598256579,0.00462166755559963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.5905070827864,1.52849139638796,9.50594463553115,27.4936712036478,1.22373155601557,-0.227738721481295,-2.52701014665134,0.176187067508264,-0.249698196940784,-0.0472774103146617,4.90122709382114,-6.77484817362425,-6.59032951652507,-0.198023035846567,0.70828276879601,-0.0444331212337579,-7.24937584562814,-3.55236309531458,-0.0366640153526107,-0.101915133878485,2.14175653599402,-1.26414269560315,-3.42315995161224,14.8391051870883,-1.21422446887815,17.6554171900659,1.25708680954525,-0.168751203753921,0.624414385948568,2.12367958265383,0.85434013827563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.6743788360111,1.43623321970556,9.26240564296491,-37.9741161025723,-0.935631022488363,-0.014636965065227,2.93126194045766,0.245840041252504,0.867571659592553,-0.000252440785787841,-5.9142011128795,-5.72401252522196,-3.81089720580819,0.362012450332491,0.67700454283224,0.200536385184245,-2.62515706393389,-3.53081599101796,0.113025911246397,0.050485392040206,2.06181697210224,12.3498444531659,-3.54865179969202,9.59984571371519,1.38462682523256,-20.7923417838122,-1.49572119319829,-0.364914713734932,4.90305854577513,16.8300143275469,6.50688820164405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7428427723013,0.374385204492272,0.0245734947311201,7.89785268189517,-0.174671528417941,-1.0414386217201,-0.364090645479947,-0.502353960835627,-7.55933898475996,-0.310897566058182,1.03058240113688,-2.39592068175537,0.111566130532584,0.450123508482252,0.0936948910457492,0.532609397069296,-1.94695940348392,0.489101435156644,0.249749182822815,-1.04646763723951,0.144466974810307,-2.57184225818634,1.47266557398244,-1.37273636565523,-0.261189604033807,-3.27589146789413,0.0453315418392863,-2.0525861502966,-0.485390915294299,-1.1186514131578,-1.35926374101194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.40103533739704,0.0420953337922319,0.108846110821516,0.980308289126274,-0.0412682584068567,-0.24000296123104,-0.047396404416387,-0.0223022304211342,-0.386081576699727,-0.0156902363498505,-0.000345895499322926,-0.595892277413294,-0.0376491395499503,0.108154871094928,0.0143635906199388,0.125141888171979,-0.454169597399213,0.000900712381635568,0.0589171871456192,-0.0713859659908287,0.0114323233390461,-0.286908419784931,0.0555755497867863,-0.109106674315137,-0.042930597748289,-0.601062221805161,-0.0081581755344033,-0.477203724952176,-0.0353018741806167,-0.0113486122097421,-0.190301438297096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
